id rent,area,service fee
19464173,East Flatbush,18
22577488,Howard Beach,113
13506513,Kips Bay,239
49657861,Washington Heights,38
22276484,Flushing,129
8488315,East Village,58
24181919,East New York,200
11719822,Bedford-Stuyvesant,90
7969153,East Village,62
10954334,Harlem,177
25368812,Richmond Hill,152
15161756,Bedford-Stuyvesant,177
24543676,Bedford-Stuyvesant,54
15784750,East Harlem,117
50076505,Washington Heights,139
12843200,East Harlem,226
50406228,Financial District,52
2230756,Williamsburg,220
8831845,Harlem,236
17148379,Clinton Hill,159
42984973,Bedford-Stuyvesant,118
6810980,Lower East Side,229
52369654,Bushwick,215
2634487,Bushwick,156
3219373,South Slope,134
55275305,Stapleton,208
25653799,East Village,235
5280556,Upper West Side,45
7643296,East Village,184
3337565,Upper West Side,181
49535251,Bushwick,115
47284076,East New York,67
1630406,Bedford-Stuyvesant,36
43268855,Nolita,231
45341637,Wakefield,160
54392177,Flatbush,139
1819292,Upper West Side,201
24651927,Bedford-Stuyvesant,16
50660286,East Village,45
1524916,Williamsburg,119
19960138,Williamsburg,90
51733957,Bushwick,127
7028586,Jackson Heights,109
9059393,Crown Heights,38
44752333,Brighton Beach,134
4596809,Williamsburg,12
14600067,Kingsbridge,214
4882348,Chinatown,49
3579472,West Village,169
26027154,Inwood,95
23386607,East Harlem,132
46018204,Downtown Brooklyn,10
54227039,East New York,78
2558822,Greenpoint,131
53052297,Upper West Side,159
51273891,Gramercy,206
8322625,Harlem,198
23315361,Bedford-Stuyvesant,15
2554404,Upper West Side,171
3864459,Bedford-Stuyvesant,216
26586081,Upper West Side,211
48142350,Williamsburg,28
19987753,Williamsburg,42
47764577,East Harlem,11
56668758,Chinatown,104
50020723,Harlem,44
24472981,Harlem,10
25348377,Lower East Side,176
51454493,Upper East Side,145
47773966,Cobble Hill,200
19406181,Harlem,89
57198413,Crown Heights,165
16708748,Flushing,100
52386776,Ridgewood,33
51347899,Upper East Side,36
15715160,Chelsea,112
43310830,Hell's Kitchen,158
54477231,West Village,23
47201783,Canarsie,111
13621943,Financial District,22
48586399,Sunnyside,99
7226862,Harlem,30
54111056,Woodside,82
46970922,Astoria,163
20765392,Jamaica Estates,51
51168402,Bedford-Stuyvesant,127
5485460,Williamsburg,196
24402287,Borough Park,72
21288420,Chinatown,211
19274734,Crown Heights,143
1603895,Williamsburg,140
19218399,Lower East Side,139
21174646,Upper West Side,75
19207906,Washington Heights,55
23721301,Jackson Heights,66
57264137,Midtown,45
21376235,Upper West Side,200
7599664,Lower East Side,158
54628009,East Harlem,81
51537891,Astoria,85
5234163,East Village,88
22837621,Chelsea,62
2653265,Astoria,95
13441894,Flushing,239
2702420,Canarsie,106
7199799,Upper East Side,44
21444168,West Village,135
3298904,Long Island City,47
2979675,Washington Heights,198
47026704,Harlem,236
57184606,East Village,178
53502422,Hell's Kitchen,21
17994502,Crown Heights,211
3442502,Washington Heights,19
20827249,Hell's Kitchen,54
13990880,Forest Hills,216
47096846,Flatbush,139
9975106,South Ozone Park,44
9616664,Wakefield,86
20601358,East Flatbush,153
17236747,Fordham,30
12402465,Chelsea,225
42989944,Upper East Side,64
4534951,SoHo,37
18914082,Rego Park,28
24210087,Hell's Kitchen,78
18169029,Upper East Side,97
54621382,Williamsburg,183
16190691,Forest Hills,41
53209703,Harlem,44
6683951,Bedford-Stuyvesant,192
44367932,Greenpoint,150
7872500,Chinatown,183
7221339,Bedford-Stuyvesant,69
2431793,Williamsburg,79
24686722,Greenwich Village,177
55533229,Williamsburg,56
14911012,Williamsburg,160
48555471,Gramercy,48
45960213,Concourse Village,239
5315904,Flushing,156
13307685,Edenwald,142
11870048,Murray Hill,70
5242448,Flatbush,222
43281558,Fort Hamilton,29
23513084,Theater District,167
14997723,Bedford-Stuyvesant,62
23246875,East Harlem,100
3673916,Washington Heights,203
53373736,Upper West Side,222
7162795,Upper East Side,68
54428629,Bushwick,116
3721966,Tribeca,13
17186488,Midtown,68
49982062,Park Slope,115
11030552,West Village,53
27176490,East Village,163
46972027,Jamaica,200
5460606,East Flatbush,58
7212502,Gramercy,200
15800215,Midtown,229
55571338,Maspeth,44
6099065,Williamsburg,57
44918575,Sunset Park,76
51305372,Astoria,93
27527753,Flushing,196
1523260,Upper East Side,129
9600095,Bushwick,165
23088365,Bedford-Stuyvesant,132
1711042,Harlem,190
47907070,Harlem,196
46665500,Fort Greene,201
25571506,Chelsea,112
57140422,Sheepshead Bay,84
21916385,Forest Hills,23
48206417,Jackson Heights,35
44785471,Nolita,11
13171267,Bushwick,127
48818918,East Village,227
3021649,NoHo,210
42944655,Williamsburg,144
4717210,Greenpoint,226
56234098,Elmhurst,181
7018092,Williamsburg,24
49958865,Kingsbridge,179
14022913,Williamsburg,131
2646638,Williamsburg,239
4585211,Long Island City,117
9885082,Cobble Hill,73
22200267,East Harlem,53
11113397,Bedford-Stuyvesant,233
20352823,Williamsburg,99
5608070,Crown Heights,225
51184419,Chelsea,205
10068445,East Village,116
47177482,Brownsville,199
19863486,Williamsburg,183
49375084,Prospect-Lefferts Gardens,75
48575353,Bedford-Stuyvesant,95
9890605,Harlem,127
24891073,Flushing,138
8346374,Bushwick,149
9900546,Chelsea,240
9722705,Chelsea,126
6771766,Chelsea,161
14988334,Harlem,122
48948708,Gramercy,118
48484224,South Slope,140
51876451,Ditmars Steinway,52
21667297,Bedford-Stuyvesant,215
43905105,Greenpoint,114
54030421,Fort Greene,23
53079912,Bedford-Stuyvesant,163
55135021,Prospect Heights,211
2428479,Harlem,75
51567715,Schuylerville,202
14026227,Richmond Hill,32
1017353,Inwood,86
56513561,East Village,12
13089526,Brighton Beach,200
49419820,Park Slope,221
22878491,Hell's Kitchen,81
46118171,Brooklyn Heights,47
3582234,Upper West Side,159
24262003,Wakefield,161
1501720,Flatbush,73
2938804,East Village,92
9549835,Hell's Kitchen,158
20066732,Kensington,225
2783056,Hell's Kitchen,221
10102135,Harlem,16
18888124,Bedford-Stuyvesant,71
49571150,Ditmars Steinway,138
12036290,Hell's Kitchen,177
27036758,Williamsburg,127
9301853,Bedford-Stuyvesant,103
54106638,Bay Ridge,176
18166268,Midwood,120
16371845,East Village,205
48330685,Crown Heights,121
24090790,Arden Heights,227
25220243,Woodside,160
17026873,Bushwick,61
1502824,Inwood,30
7153406,Financial District,139
52513252,Upper East Side,204
16683895,Flushing,53
46354555,Crown Heights,41
10144110,Kips Bay,37
1876179,Crown Heights,166
2496412,Crown Heights,59
17624461,Bedford-Stuyvesant,33
5199368,Prospect Heights,198
2418538,Williamsburg,13
44369037,East Flatbush,165
24653584,Greenwich Village,122
10472729,Williamsburg,83
27491301,SoHo,85
56561611,Bushwick,75
8076299,Lower East Side,13
27228406,Midwood,116
51822325,Allerton,76
2061200,Williamsburg,56
10221432,Washington Heights,66
9384698,Upper West Side,155
49317645,Bedford-Stuyvesant,109
44671145,Bedford-Stuyvesant,194
46521350,Prospect-Lefferts Gardens,195
51867614,Mott Haven,72
50400705,Harlem,153
44248083,Bay Ridge,21
20047954,Ozone Park,161
57175769,Washington Heights,212
22871311,Williamsburg,237
48305831,Long Island City,189
3798183,Bedford-Stuyvesant,57
16780547,Brooklyn Heights,134
3275155,Gramercy,90
6675114,Bedford-Stuyvesant,110
54327558,Upper West Side,117
54595423,East Village,224
11691655,Chelsea,98
26192844,Prospect-Lefferts Gardens,212
19364759,Bedford-Stuyvesant,191
1127260,Roosevelt Island,48
15604148,Williamsburg,200
56565478,Greenpoint,114
46060732,Crown Heights,116
6895482,East Harlem,115
26745696,Hell's Kitchen,33
14257641,Crown Heights,108
12882414,Gowanus,74
3725832,West Village,218
22217941,Midtown,178
17787942,Upper East Side,213
19309529,Midtown,237
3049264,Long Island City,229
23639561,Greenpoint,97
10922853,East Village,177
7369355,East Flatbush,44
53464313,Kingsbridge,67
56557745,East Elmhurst,178
51879764,Clinton Hill,99
15056266,Ozone Park,77
53369317,Far Rockaway,166
7686928,East Village,123
50664152,Lower East Side,15
2601901,Greenpoint,139
44102276,Harlem,113
11791621,West Village,165
1779527,East Village,235
24902119,Financial District,12
13201643,Bushwick,132
44458509,Long Island City,123
26454634,Richmond Hill,167
7792969,Bushwick,19
22240585,Bedford-Stuyvesant,60
5434096,Williamsburg,76
26212174,Randall Manor,129
45490758,Upper East Side,131
51060151,Rego Park,215
10209834,Harlem,42
47858468,Upper West Side,203
21943447,Bedford-Stuyvesant,186
7667045,Midtown,152
9956328,Bedford-Stuyvesant,195
48968039,Bedford-Stuyvesant,109
4114099,Upper West Side,101
25543891,Flushing,210
2737767,Long Island City,128
16216649,Williamsburg,187
2895173,West Village,34
27122365,Bay Ridge,110
54269566,Navy Yard,86
6198479,Fresh Meadows,23
52894339,Bushwick,16
54229249,Concord,181
2656579,Greenwich Village,173
21417106,Midtown,43
46347375,East Harlem,133
1443176,Chelsea,216
23865451,Washington Heights,90
4498500,Chinatown,202
54196663,Sunset Park,194
16985450,Brownsville,64
23204348,Bedford-Stuyvesant,120
10648360,Upper East Side,78
24060966,Murray Hill,115
7095967,Flatbush,98
54229801,Sheepshead Bay,144
19972841,Midtown,63
23903560,Financial District,16
22950290,Financial District,55
43521808,Hell's Kitchen,115
4670817,Bedford-Stuyvesant,132
9347141,Midwood,167
12725560,East New York,185
55271439,Washington Heights,75
15008216,Williamsburg,233
10096612,Park Slope,207
17726637,Park Slope,87
19957377,Harlem,102
20907885,Financial District,223
50556454,West Village,137
19980021,Ditmars Steinway,27
8527528,Upper East Side,224
55862400,Elmhurst,82
19991067,Harlem,28
55632643,Jamaica Estates,21
15129170,East Flatbush,95
45770774,Greenpoint,71
6950712,East Village,55
26365161,Bushwick,65
6971699,East Flatbush,180
4581897,Upper East Side,34
5776522,Bushwick,48
55916525,Bedford-Stuyvesant,113
18782635,Greenpoint,144
23660548,Lower East Side,163
19341010,Brownsville,126
21657356,Midtown,131
2563240,Maspeth,77
17160529,Bushwick,21
21573959,Ditmars Steinway,202
6115634,Park Slope,213
9925952,Upper East Side,199
8639093,East Village,121
49951133,Hell's Kitchen,84
10171725,South Slope,30
47949598,Financial District,49
7808986,Boerum Hill,46
50834260,Greenpoint,89
17158320,Bedford-Stuyvesant,186
8587729,Upper East Side,120
18227573,Prospect Heights,232
3525899,Fort Greene,173
50513374,Upper West Side,123
2023091,Harlem,158
56921159,East Harlem,160
48572040,Jamaica,139
18250217,West Village,154
20869776,Bayside,223
7155615,Carroll Gardens,187
19707737,Downtown Brooklyn,125
53876329,Hell's Kitchen,119
6348152,Park Slope,157
54515340,West Village,200
4514516,Bedford-Stuyvesant,223
9403476,East Village,172
9059945,Upper West Side,41
4396876,Harlem,25
11492275,Harlem,32
19351504,Upper East Side,53
8192834,Greenpoint,229
13262948,Greenpoint,80
4950833,Crown Heights,146
53250573,East Village,131
4824357,Bayside,66
18754467,Lower East Side,39
11273011,Bedford-Stuyvesant,70
3352477,Williamsburg,178
56324122,Bergen Beach,103
43512972,Harlem,42
9252698,West Village,93
8350792,Prospect-Lefferts Gardens,220
3603221,Bedford-Stuyvesant,55
12073846,Upper East Side,123
5079519,Hell's Kitchen,84
17938720,Glendale,229
4069363,Theater District,124
16301151,East New York,196
7738291,Crown Heights,43
2234070,Gramercy,227
2184363,Astoria,234
6502796,Bushwick,131
8022174,Williamsburg,190
2207559,Prospect-Lefferts Gardens,151
3209984,Jamaica,201
54853900,Brooklyn Heights,88
11985478,Kew Gardens Hills,159
11550818,Theater District,133
54133148,Windsor Terrace,70
57121644,Rego Park,97
19890548,Upper West Side,132
6669039,Boerum Hill,157
57191233,Bedford-Stuyvesant,61
49890932,Park Slope,130
1167578,Upper West Side,12
8898674,Crown Heights,111
12200875,Murray Hill,208
2427927,Williamsburg,67
25543339,Bedford-Stuyvesant,56
24600010,Long Island City,20
4322316,Morningside Heights,37
14870694,Astoria,136
57230447,Harlem,74
5078415,Boerum Hill,213
53193686,Upper East Side,11
57076355,Williamsburg,40
3777748,Prospect Heights,92
2304212,East Harlem,175
8189521,Hell's Kitchen,149
52820884,Upper East Side,87
50052756,Chelsea,64
2760964,Gramercy,94
52193471,Crown Heights,29
7665388,Bedford-Stuyvesant,189
51541204,Borough Park,20
6429340,Bushwick,216
46038640,Flushing,91
48668692,East Flatbush,196
23141386,Prospect Heights,226
50659734,Sunset Park,67
6588955,Chelsea,84
18346318,East Village,178
47258118,Carroll Gardens,98
5283870,Flatlands,98
51255665,Williamsburg,184
45454306,Carroll Gardens,50
2093785,Bedford-Stuyvesant,96
1616598,Prospect-Lefferts Gardens,71
55046653,Flatbush,227
46862671,Flushing,122
26392224,Williamsburg,212
17869683,Corona,205
7322962,Little Italy,181
15746089,Ridgewood,101
44726375,Crown Heights,149
8249169,Hell's Kitchen,194
23187227,Bedford-Stuyvesant,157
44749019,West Brighton,104
4537713,Harlem,62
49477259,East Village,103
16261385,Crown Heights,233
5440723,Ditmars Steinway,210
8734088,Windsor Terrace,10
53860312,Prospect-Lefferts Gardens,178
6745808,East Village,145
1460850,Greenpoint,83
8839025,Lower East Side,120
9948044,Corona,149
15300383,Chelsea,151
46068464,Carroll Gardens,128
9566404,Chinatown,77
15155128,Crown Heights,190
4009714,Williamsburg,215
2889650,Flatbush,133
55932542,Upper West Side,75
6356437,Chinatown,147
51163984,Harlem,43
5112657,Flatlands,100
8852281,Bedford-Stuyvesant,177
13208271,Rockaway Beach,163
12658732,Harlem,99
53187058,Arrochar,23
24692245,Williamsburg,135
43320219,South Slope,142
43379867,Upper East Side,36
4433881,Crown Heights,45
47660192,Bushwick,130
1536515,Upper East Side,199
48193714,Upper East Side,158
18420878,Washington Heights,92
56656607,Bedford-Stuyvesant,176
45055546,Harlem,199
20588656,Cypress Hills,188
11565730,Midtown,70
46592044,Kensington,16
53636631,Upper West Side,27
50047785,Inwood,215
20774228,Jamaica,113
3719757,Bedford-Stuyvesant,28
54557315,Cambria Heights,230
4022969,SoHo,218
26877696,Greenpoint,64
44052569,Greenpoint,60
50254345,Chelsea,98
21140403,Bedford-Stuyvesant,27
7367146,Astoria,139
53407978,Tribeca,35
24768462,Financial District,134
6416085,Upper West Side,92
44570626,Harlem,22
7092653,Bushwick,233
4695671,Clinton Hill,204
23819058,Fort Greene,170
19725963,Bushwick,60
25436193,Hell's Kitchen,229
52490608,Lower East Side,135
20348957,Midtown,89
27116289,East Harlem,93
25548310,Bushwick,200
14330544,Upper East Side,27
13620286,Harlem,83
7354443,Williamsburg,147
50327249,Bedford-Stuyvesant,109
25268293,Jamaica Hills,224
26880457,Upper East Side,210
21851766,Bensonhurst,56
44437522,Chelsea,62
17981800,East Village,62
11987135,Williamsburg,122
2386504,Financial District,216
52342592,Flatiron District,197
18482183,Long Island City,89
56890782,Harlem,99
24002422,Bushwick,19
21491666,Murray Hill,222
9425016,Rosedale,85
50072639,Harlem,50
21924117,Harlem,53
7847095,Ditmars Steinway,30
57168037,Harlem,54
53157787,Woodhaven,161
45115194,Tremont,29
55031188,Flushing,59
12347235,Lower East Side,187
13673307,East Flatbush,183
19306767,Bayswater,43
8225972,Harlem,167
25115306,Astoria,39
42854078,Harlem,149
19623235,Flushing,94
51958191,Inwood,77
47675104,Long Island City,233
5876488,Bushwick,188
17871892,Crown Heights,82
44998659,Crown Heights,184
56179972,East Harlem,108
25788008,Laurelton,108
53422891,East Village,224
53982923,Bushwick,64
21383415,Midtown,151
13633542,Bushwick,189
52213354,Midtown,126
26537479,East Village,19
5555050,Harlem,199
53689651,Chelsea,221
23290507,Hell's Kitchen,139
9743140,Long Island City,189
22197505,East Village,86
17625566,Midtown,237
27352674,East Village,129
15879746,Long Island City,98
15801871,Bushwick,45
6917574,Bushwick,76
20674814,Laurelton,34
13544621,East Village,201
42886111,Jamaica,128
55295740,Astoria,86
55026770,Harlem,64
9475275,Maspeth,219
44512635,Williamsburg,106
7541120,South Slope,129
16745200,Upper West Side,237
19257613,Bedford-Stuyvesant,112
51215347,Windsor Terrace,198
49110532,Sunset Park,234
44350811,Ditmars Steinway,136
3016679,East Village,197
48305279,Washington Heights,20
21649624,Allerton,13
2590855,Park Slope,128
27414531,Canarsie,127
51719045,Upper East Side,25
24254823,Ridgewood,70
7715647,Williamsburg,85
23286641,Williamsburg,119
2536178,Midwood,84
53663693,East Elmhurst,154
55599505,Cypress Hills,73
9449869,Sunset Park,33
23593168,West Village,141
25876376,Williamsburg,183
50883967,Williamsburg,43
25259457,Midtown,88
23738975,Astoria,49
55151037,East New York,201
48519019,Bedford-Stuyvesant,195
50522211,Bushwick,34
12430080,Bedford-Stuyvesant,180
3890970,Chelsea,113
48933796,East Flatbush,227
8090107,East Village,124
21040437,Jamaica,114
9302957,East New York,53
7813957,Williamsburg,146
54502085,Theater District,56
9130087,Bushwick,17
11368559,Chelsea,226
26328157,East Village,75
18446284,Randall Manor,227
3503255,Bushwick,60
25388695,East Village,35
15719579,Bedford-Stuyvesant,192
9043376,Corona,154
4124593,Financial District,234
15298174,Crown Heights,29
27630481,Hell's Kitchen,50
9479693,Hell's Kitchen,134
20182715,Woodside,180
20121962,Bushwick,171
2394237,Astoria,203
16334841,Bensonhurst,25
52476801,Tribeca,190
52405554,East Village,146
17500194,Lower East Side,134
3078536,Murray Hill,88
46473852,Rego Park,54
42846898,Theater District,58
51292117,Sunnyside,158
48626165,West Village,65
48203103,Harlem,227
55469714,East Village,20
26962198,Bayside,51
48553261,Bedford-Stuyvesant,156
54395491,Bedford-Stuyvesant,117
20833324,Carroll Gardens,117
6260889,Greenwich Village,167
1266440,South Slope,212
7511296,Midtown,97
1539829,Briarwood,137
2566002,Chinatown,207
48617328,Astoria,113
25694669,East Harlem,155
13611450,Harlem,170
17770269,Chelsea,111
25979104,Williamsburg,45
7335665,Crown Heights,113
1674590,Woodside,11
20619584,Washington Heights,138
25653247,Richmond Hill,179
50178128,Chinatown,81
13204405,Crown Heights,64
22215179,Bedford-Stuyvesant,188
49048675,Astoria,159
2392580,Williamsburg,168
20982445,Sheepshead Bay,104
48897344,Williamsburg,217
3040428,Chelsea,96
49578330,Jackson Heights,90
6492855,Harlem,163
3936811,East Elmhurst,34
56635067,Chelsea,14
15137455,East New York,60
24044949,Bedford-Stuyvesant,174
15578742,East New York,183
43225776,Upper West Side,109
5231402,East Village,75
15609119,Jamaica,64
23977568,Hell's Kitchen,72
52028333,Lower East Side,142
11875571,Williamsburg,157
9011895,Ridgewood,206
21367951,Bay Ridge,31
50549274,Upper East Side,216
7332903,Harlem,183
10265616,Morningside Heights,230
7105356,Astoria,156
46831190,Harlem,155
56153462,Hell's Kitchen,236
44027715,Bedford-Stuyvesant,168
56727854,Gowanus,76
3140394,Kips Bay,201
